Grapheme	GraphFrequency	WordFrequency	Difference
來	7196	1847	5349
有	9843	4411	5432
為	8275	2262	6013
和	14698	7001	7697
子	7854	103	7751
你	21999	13747	8252
以	9240	970	8270
人	18727	8401	10326
他	24288	13823	10465
耶	10518	2	10516
